 Question,Long Answer,Short Answer,Source,Prompts,QnaId,ContextNeeded,InCourse
تکلیف,تبریک بابت کامل کردن دوره! اگر تمرینات SAT را ادامه دهید و تمرین‌ها را به روزمره خود اضافه کنید، این دوره‌های موقت به طور تدریجی کوتاه‌تر و کم‌تر دردناک خواهند شد. به خاطر داشته باشید که همیشه می‌توانید درس‌ها و تمرینات را با گفتن کلمات کلیدی مانند "نظریه پیوست‌بندی" یا "تمرین ۷" مرور کنید. ما پنج تمرین شناختی را به شما تقدیم می‌کنیم که در طولانی‌مدت به شما کمک می‌کند خود را بهتر درک کنید و از توانمندی خود برای بهتر شدن بیشتر بهره‌مند شوید. احتمالاً پس از مدتی از تمرین SAT، بتوانید برای تمرین‌های بیشتر اطلاعات لازم را بدست آورید. بنابراین، این تمرینات به عنوان تمرین و خودآگاهی در طولانی‌مدت ارائه شده‌اند و نیازی به تمرین فوری ندارند.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}, {""DisplayOrder"":2,""QnaId"":366,""DisplayText"":""learn appendix exercises""}]",365,TRUE,TRUE
تمرین ۲۲,تمرین ۲۲ یک تمرین برای استفاده از خنده به منظور تصدیق با یک تراژدی است. پس از جذب اولیه یک تراژدی، بدون شک با افزایش احساسات منفی مواجه خواهید شد. فریدریش نیچه به همه افرادی که برای او مهم بودند، رنج و نابودی شدید را آرزو می‌کرد، که این کار چیز بسیار خنده‌داری بود. او گفت: "به افرادی که برای من مهم هستند، رنج، نابودی، بیماری، بدرفتاری، بی‌حرمتی می‌خواهم. آرزو می‌کنم که آنها با خود‌احترامی عمیق، شکست خود راحت نداشته باشند؛ زحمت عدم اعتماد به نفس را تجربه کنند و زخمی‌ترین وضعیت شکسته‌ها باشند. برای آنها همدردی ندارم، چون آنچه را که می‌تواند امروز اثبات کند که آیا کسی ارزشی دارد یا نه، به آنها آرزو می‌کنم: که تحمل کنند." بنابراین، هنگامی که درباره تراژدی خود فکر می‌کنید، این نقل قول را به صدا درآورید و به محض رسیدن به کلمات: "به افرادی که برای من مهم هستند، رنج، نابودی، بیماری، بدرفتاری ..."، شروع به خندیدن کنید و تا زمان خواندن کل نقل قول ادامه دهید.,,,"[{""DisplayOrder"":1,""QnaId"":367,""DisplayText"":""Exercise 23""}]",366,FALSE,TRUE
تمرین ۲۳,تمرین ۲۳ به ما کمک می‌کند تا به تدریج آگاهی بیشتری از مدل داخلی عملکرد (IWM) خود کسب کنیم و تأثیر مراقبان اصلی و محیط اطراف ابتدایی بر آن را درک کنیم. ابتدا تلاش کنید تا تفسیرها و تصاویر ذهنی خود از این محیط‌ها و مراقبان اصلی را بشناسید. سپس تلاش کنید تا تصاویر ذهنی خود را تنظیم کنید و الگوهای رفتاری آگاهانه‌تری ایجاد کنید که با رشد عاطفی‌تان مطابقت داشته باشند. این تمرین به شما کمک می‌کند تا بهتر بفهمید که چگونه تجربیات گذشته شما در کودکی، نحوه روابط اجتماعی و رفتارهای شما را تحت تأثیر قرار داده‌اند و چگونه می‌توانید آنها را با توجه به رشد و تحول خود بهبود بخشید. این امر می‌تواند به شما کمک کند تا الگوهای ناخودآگاه خود را تشخیص داده و اگر نیاز باشد، آنها را تغییر دهید تا به طور آگاهانه تر و سازنده‌تر عمل کنید.,,,"[{""DisplayOrder"":1,""QnaId"":368,""DisplayText"":""Experience of violence in childhood""}] ",367,FALSE,TRUE
تجربه خشونت در کودکی,تجربه خشونت در دوران کودکی می‌تواند منجر به شکل‌گیری سه‌گوشه آسیب‌شناسی شود. ما به صورت ناخودآگاه یک حمله‌گر داخلی توسعه می‌دهیم. با پیروی از الگوی حمله‌گر، ناخودآگاه یک معذب داخلی هم تشکیل می‌دهیم. با تجربه خشونت شدید در دوران کودکی، الگوی "قربانی"، "نجات‌دهنده" و "معذب داخلی" در ما شکل می‌گیرد و در نتیجه به نرسیسیسم و سرکوب خلاقیت منجر می‌شود.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":369,""DisplayText"":""trauma triangle""}]",368,FALSE,TRUE
مثلث تراما,تجربه خشونت در دوران کودکی می‌تواند منجر به شکل‌گیری مثلث آسیب‌شناسی شود. ما به صورت ناخودآگاه یک حمله‌گر داخلی توسعه می‌دهیم. با پیروی از الگوی حمله‌گر، ناخودآگاه یک معذب داخلی هم تشکیل می‌دهیم. با تجربه خشونت شدید در دوران کودکی، الگوی "قربانی"، "نجات‌دهنده" و "معذب داخلی" در ما شکل می‌گیرد و در نتیجه به نرسیسیسم و سرکوب خلاقیت منجر می‌شود.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":370,""DisplayText"":""Next""}]",369,FALSE,TRUE
بعدی,معذب داخلی خلاقیت را محدود می‌کند. مثلث آسیب‌شناسی چهار عمل علیه خلاقیت انجام می‌دهد: ناخودآگاه ما را به وضعیت‌هایی مشابه آسیب اولیه‌مان جلب می‌کند. در زمان‌های استرس، معذب داخلی افکار و احساسات منفی را درونی‌سازی کرده و احساس قربانی بودن مانند افسردگی مزمن، اضطراب، کمال‌گرایی و چیدن ناخن را برانگیخته می‌کند. هنگام مواجهه با بحران در رابطه شخصی، معذب داخلی را بر دیگر شخص‌ها پرتاب کرده و مانند کودکی که قربانی شده است، آن‌ها را به عنوان یک حمله‌گر جدید می‌بینیم. با احساس نرسیسیسم و حق‌طلبی، سعی می‌کنیم این فرد و دیگران را کنترل کنیم. معذب داخلی را بر شخصیت‌ها و اشخاص اجتماعی و سیاسی پرتاب می‌کنیم و با دیدگاه سیاه و سفید، آن‌ها را به عنوان مسبب تمام مشکلات ما می‌بینیم. همچنین انواع الگوهای فکری بیش‌ازحد و غیرمفید را تقویت می‌کند، مانند: تفکر سیاه و سفید، ناتوانی در مشاهده مقیاس‌ها و روانگرایی؛ به‌طور معمول فرض کردن اینکه مردم می‌خواهند به ما آسیب برسانند؛ پیچیده‌نگری و بزرگ‌نمایی؛ بزرگ‌نمایی از هر مشکل و دشواری؛ تعمیم‌گرایی و اعمال تجربه منفی به تمام موقعیت‌ها.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":371,""DisplayText"":""Exercise 24""}]",370,TRUE,TRUE
تمرین ۲۴,تمرین ۲۴ درباره شناختن و کنترل کردن نارسیسیسم و معذب داخلی است. فرد بزرگسال آگاه می‌شود که مثلث آسیب‌شناسی (معذب داخلی، قربانی و نجات‌دهنده) چگونه در زندگی روزمره و تجربیات گذشته‌اش تأثیر می‌گذارد. او اثرات این مثلث مانند نارسیسیسم و کمبود خلاقیت در زندگی روزمره و تجربیات گذشته‌اش مرور می‌کند. فرد بزرگسال تجربیات مهم زندگی و دیدگاه‌های اجتماعی و سیاسی‌اش را به عنوان یک بزرگسال، با آگاهی از نحوه عملکرد معذب داخلی، مورد مرور قرار می‌دهد. او لیستی از مثال‌های مربوط به چهار روش مختلف عملکرد معذب داخلی از تجربیات خود ایجاد می‌کند. فرد بزرگسال تجربیات زندگی‌اش را با دقت بررسی می‌کند تا مثال‌هایی از جذب به آسیب، تجربه آسیب‌دیدن توسط معذب داخلی و پرتاب کردن معذب داخلی به دیگران را شناسایی کند. با توجه به موارد فوق، فرد بزرگسال تجربیات خود را دوباره ارزیابی می‌کند، معذب داخلی و نارسیسیسم را کنترل می‌کند و به توسعه خلاقیت اجازه می‌دهد.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":372,""DisplayText"":""crisis in personal relationships""}]",371,FALSE,TRUE
بحران در روابط شخصی,"بحران در روابط شخصی در جوامع سکولار، افراد بدون کمک گفتگوی داخلی با خدا با بحران‌های ارتباطی شخصی (با والدین، همسران، دوستان، همکاران و غیره) روبرو می‌شوند. در این شرایط، احساسات منفی مانند خجالت، درد و بی‌احترامی به همراه نفرت و انتقام، کودک را سرپیچی از بزرگسال می‌کند. در این شرایط، بزرگسال به اندازه‌ی کافی تحت تأثیر احساسات منفی کودک قرار می‌گیرد که قادر به یافتن راه حل برای بحران نیست. در چنین بحرانی، ما با پیوستگی به تمرین پروتکل‌های مدیریت احساسات منفی فعلی و ایجاد خنده برای کنترل احساسات منفی کودک و سطح تحریک شدگی آن، شروع به حل بحران می‌کنیم. اینطوری، از رفتار و گفتارهای واکنشی که می‌تواند بحران را تشدید کند، پرهیز می‌کنیم. با تمرین پروتکل‌های کنترل احساسات منفی، صبر و خودکنترل را یاد می‌گیریم.",,Editorial,"[{""DisplayOrder"":1,""QnaId"":373,""DisplayText"":""Exercise 25""}]",372,FALSE,TRUE
تمرین ۲۵,تمرین ۲۵ درباره حل بحران‌های شخصی است. پس از کاهش سطح تحریک کودک و ادامه تمرین پروتکل کنترل احساسات منفی با استفاده از خنده، ما از کودک سوالات زیر را می‌پرسیم: چگونه می‌توانی بحران را به عنوان یک راه برای تقویت خودت مشاهده کنی؟ (هاهاها) چگونه می‌توانی بحران را به عنوان یک راه برای رسیدن به هدف بزرگ خود تفسیر کنی؟ (هاهاها) آیا طرف دیگر باز هم دارد به دیگران آسیب می‌رساند؟ بزرگسال نیز از خودش سوالات زیر را می‌پرسد:چه تشابهی بین این بحران و بحران‌هایی که پیش‌تر تجربه کرده‌ام وجود دارد؟ چگونه شبیه بحران خانواده‌ای است که در کودکی تجربه کرده‌ام؟آیا ویژگی‌های مثبت طرف مقابل بیشتر از ویژگی‌های منفی او است؟ چگونه یک فرد بالغ بحران را نسبت به کودک من می‌تواند تفسیر کند؟ آیا می‌توانم از دیدگاه کسی دیگر مشاهده کنم؟ آیا می‌توانم خودم را در جای آنها قرار داده و اثرات آنها را درک کنم؟ با توجه به مدل کاری داخلی جدیدم، می‌توانم راهی برای آرام کردن افراد درگیر در بحران پیدا کنم تا بتوانیم بهترین راه حل برای آن پیدا کنیم؟ اگر نه، آیا می‌توانم با احترام مسافرت کنم و بحران را خاتمه دهم؟,,Editorial,"[{""DisplayOrder"":1,""QnaId"":374,""DisplayText"":""the myriad of external influences on us""}]",373,FALSE,TRUE
تعدد تاثیرات خارجی بر ما,چندین عامل خارجی وجود دارد که بر ما تأثیر می‌گذارند، مانند رسانه‌ها و اقتصاد بازار، که به طور ناخودآگاه ما را به مصرف‌کننده‌ها یا شهروندان اطاعت‌گرا تبدیل می‌کنند. نوع اتصالات زودهنگام ما با نگهدارندگان اصلی نیز نقش مهمی در تفسیر جهان و اقدامات ما ایفا می‌کند. متأسفانه، رسانه‌ها و صنعت سرگرمی ایده‌های ناسالمی درباره زنان به عنوان اشیاء جنسیی به تصویر می‌کشند که مردان از آن‌ها می‌خواهند. ما اغلب باور داریم که آزاد هستیم و تصمیمات خودمان را می‌گیریم، اما در واقعیت تحت تأثیر قوی این پیام‌ها هستیم که نیازهای مصنوعی را در ما ایجاد می‌کند و سیستم سودبخش فوق‌العاده ما را خدمت می‌کند. از آنجایی که اکثر بیماری‌های روانی اکنون از فشار تلاش برای مطابقت با این نیازهای مصنوعی ناشی می‌شوند، تعجبی نیست. همچنین، وضعیت کریسمال زمین نیز نگران‌کننده است و اگر ما اجازه دهیم این سیستم به دنبال سود باشد، ممکن است به سمت فاجعه‌ای برای تمام زندگی‌ها رو به رو شویم.,,,"[{""DisplayOrder"":1,""QnaId"":375,""DisplayText"":""Exercise 26""}]",374,FALSE,TRUE
تمرین ۲۶,تمرین 26 آخرین تمرین است. این تمرین به کشف حقیقی، آزاد و حاکم بر خودمان در این دوران اضطراری می‌پردازد. بزرگسالی ما از کودکی ما می‌پرسد آیا اراده‌ای دارد که از سیستم بسیار سودآور اطاعت کند؟ سوالاتی مانند: آیا واقعاً به تمامی این "محصولات، اشیاء و خدمات مورد نظر" که با تعداد زیادی از فشارهای اجتماعی بر روی ما قرار دارند، نیاز دارم؟ آیا منطقی است که به یک زندگی مادی و مصرف‌گرا دل ببندم، زمانی که زندگی تحت تهدید نابودی است؟ آیا می‌خواهیم ادامه دهیم به این بازی مادی مبتنی بر اصول صفر یا می‌خواهیم به هدف‌های نجیب خود در مواجهه با مسائل وجودی‌مان پیروی کنیم؟ آیا می‌توانیم با قرارداد اجتماعی جهانی مبتنی بر همدردی جهانی، سیاره را نجات دهیم؟,,,[],375,FALSE,TRUE
سلام,سلام و خوش آمدید به دوره تکنیک پیوستن به خود (SAT)! بیست و شش تمرین SAT به طور یکپارچه در هشت درس طراحی شده‌اند. تا پایان دوره، شما قادر خواهید بود این تمرین‌ها را با اعتماد به نفس در زندگی خود به کار بگیرید که می‌تواند به شما کمک کند احساسات مثبت را بزرگ‌تر کنید و الگوهای رفتاری مثبت را توسعه دهید. شما می‌توانید با گفتن "درس X" که X از 1 تا 8 است، یک درس را شروع کنید. همچنین می‌توانید با گفتن "تمرین X" که X یک عدد از 1 تا 26 است، یک تمرین را تمرین کنید. می‌توانید سوالات مرتبط با دوره را با گفتن یک سوال کامل مانند "نظریه پیوستن چیست؟" یا فقط کلمه کلیدی مانند "نظریه پیوستن" مطرح کنید. در پایان هر درس، فرصتی برای ارائه بازخورد وجود دارد، اما همچنین می‌توانید در هر زمان با گفتن "بازخورد" نظرات خود را اعلام کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",376,FALSE,FALSE
شروع کنیم,سلام و خوش آمدید به دوره تکنیک پیوستن به خود (SAT)! بیست و شش تمرین SAT به طور یکپارچه در هشت درس طراحی شده‌اند. تا پایان دوره، شما قادر خواهید بود این تمرین‌ها را با اعتماد به نفس در زندگی خود به کار بگیرید که می‌تواند به شما کمک کند احساسات مثبت را بزرگ‌تر کنید و الگوهای رفتاری مثبت را توسعه دهید. شما می‌توانید با گفتن "درس X" که X از 1 تا 8 است، یک درس را شروع کنید. همچنین می‌توانید با گفتن "تمرین X" که X یک عدد از 1 تا 26 است، یک تمرین را تمرین کنید. می‌توانید سوالات مرتبط با دوره را با گفتن یک سوال کامل مانند "نظریه پیوستن چیست؟" یا فقط کلمه کلیدی مانند "نظریه پیوستن" مطرح کنید. در پایان هر درس، فرصتی برای ارائه بازخورد وجود دارد، اما همچنین می‌توانید در هر زمان با گفتن "بازخورد" نظرات خود را اعلام کنید.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",376,FALSE,FALSE
تمرین ۲,تمرین 2 برای آغوش گرفتن و آرام کردن کودک است. این تمرین شامل دو زیرتمرین می‌شود: 2 الف با عکس یا آواتار خوشحالی ما و 2 ب با عکس یا آواتار ناراحتی ما.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":309,""DisplayText"":""Exercise 2a""},{""DisplayOrder"":2,""QnaId"":310,""DisplayText"":""Exercise 2b""}]",378,FALSE,TRUE
تمرین ۷,تمرین 7 به حفظ رابطه عاشقانه با کودک و ایجاد شور و اشتیاق به زندگی می‌پردازد. این تمرین شامل دو زیرتمرین می‌شود: تمرین 7 الف در حفظ رابطه عاشقانه با کودک و تمرین 7ب در ایجاد شور و اشتیاق به زندگی.,,Editorial,"[{""DisplayOrder"":1,""QnaId"":326,""DisplayText"":""Exercise 7a""},{""DisplayOrder"":2,""QnaId"":327,""DisplayText"":""Exercise 7b""}]",379,FALSE,TRUE
سبک‌های مختلف دلبستگی چیست؟,چهار سبک اتصال برای بزرگسالان و نوزادان وجود دارد. چهار سبک اتصال در بزرگسالان عبارت‌اند از: اتصال مطمئن، نگران-مشغول، اجتنابی-ردیفی و اجتنابی-ترساننده. این سبک‌ها تقریباً متناظر با چهار سبک اتصال در نوزادان هستند: اتصال مطمئن، نگران یا دوگانه، اجتنابی و اتصال ناهماهنگ.,در نوزادان چهار سبک اتصال وجود دارد: اتصال مطمئن، نگران یا دوگانه، اجتنابی و اتصال ناهماهنگ.,,"[{""DisplayOrder"":1,""QnaId"":5,""DisplayText"":""Attachment Style in Adults""},{""DisplayOrder"":14,""QnaId"":401,""DisplayText"":""Attachment Styles in Infants""}]",400,FALSE,FALSE
رفتار دلبستگی چیست؟,رفتار دلبستگی، که با سبک دلبستگی اشتباه نباید اشتباه گرفته شود، به مجموعه‌ای از اقدامات و رفتارهایی اشاره دارد که توسط افراد، به ویژه کودکان جوان، به منظور جستجوی نزدیکی، آرامش و امنیت از مراقب اصلی یا شخص مرتبط با دلبستگی نشان داده می‌شود. این رفتارها می‌تواند شامل جستجوی نزدیکی جسمی، گریه کردن، چسبیدن، پیروی کردن و نشان دادن اضطراب هنگام جدا شدن از مراقب باشد. رفتار دلبستگی تحت تأثیر نیاز ذاتی برای ایجاد ایمنی، حمایت و پشتیبانی عاطفی از شخص مرتبط با دلبستگی است. این رفتارها باعث ایجاد و حفظ ارتباط دلبستگی امن بین کودک و مراقب می‌شود و احساسات امنیت و بهبود را ترویج می‌دهد.,رفتار دلبستگی، که با سبک دلبستگی اشتباه نباید اشتباه گرفته شود، اقداماتی است که افراد، به ویژه کودکان، انجام می‌دهند تا نزدیکی، آرامش و امنیت را از مراقب اصلی خود جستجو کنند. این شامل رفتارهایی مانند جستجوی نزدیکی، گریه کردن و نشان دادن اضطراب در هنگام جدا شدن است.,,"[{""DisplayOrder"":1,""QnaId"":2,""DisplayText"":""What is Attachment""},{""DisplayOrder"":2,""QnaId"":3,""DisplayText"":""Attachment Behaviour and Security""}]",401,FALSE,FALSE
دلبستگی امن چیست؟,دلبستگی امن یک سبک دلبستگی است که هم در بزرگسالان و هم در کودکان وجود دارد.,,,"[{""DisplayOrder"":1,""QnaId"":175,""DisplayText"":""Secure Attachment in Infants""},{""DisplayOrder"":2,""QnaId"":24,""DisplayText"":""Secure attachment in Adults""}]",402,FALSE,FALSE
منظور از کودک چیست,کودک به «خود کودکی شما» اشاره دارد که نماینده مدارهای احساسی شما نیستند و کمتر توسعه یافته اند. شما در طول دوره آموزشی نظریه دلبستگی به خود نقش یک جوینده محبت را برای تصور کودک در نظر خواهید گرفت.,,,"[{""DisplayOrder"":1,""QnaId"":404,""DisplayText"":""The Adult""},{""DisplayOrder"":2,""QnaId"":180,""DisplayText"":""What is SAT""}]",403,FALSE,FALSE
منظور از بزرگسال چیست؟,بزرگسال به "خود بزرگسالی شما" اشاره دارد که نماینده توانایی‌های منطقی و شناختی شماست. شما در نظر گرفتن بزرگسال را با ایفای نقش یک مراقب معنا می‌شود.,,,"[{""DisplayOrder"":1,""QnaId"":403,""DisplayText"":""The Child""},{""DisplayOrder"":2,""QnaId"":180,""DisplayText"":""What is SAT""}]",404,FALSE,FALSE
گوگل کاردبرد چیست؟,گوگل کاربرد، یک دستگاه استفاده می‌شود تا کسانی که به برنامه واقعیت مجازی ما دسترسی دارند، تمرین‌ها را انجام دهند. اگر شما به این دستگاه دسترسی ندارید، می‌توانید تصور کنید یا از عکس کودکی خود با حالت خوشحال یا ناراحت به عنوان نماینده‌ای از خود استفاده کنید.,,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",405,FALSE,FALSE
آواتار چیست؟ ,آواتار برای کسانی که به برنامه واقعیت مجازی ما دسترسی دارند و می‌خواهند تمرین‌ها را انجام دهند، مناسب است. اگر شما به این برنامه دسترسی ندارید، می‌توانید تصور کنید یا از عکس کودکی خود با حالت خوشحال یا ناراحت به عنوان نماینده‌ای از خود استفاده کنید.,,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}]",406,FALSE,FALSE
پیش فرض,متاسفم، اما متاسفانه به آن پاسخی ندارم. با این حال، می‌توانم به سوالات در مورد نظریه دلبستگی به خود پاسخ دهم و شما را در دوره نظریه دلبستگی به خود هدایت کنم. اگر سوالی هست که فکر می‌کنید باید بتوانم به آن پاسخ دهم، لطفاً آن را در فرم بازخورد ارسال کنید.,,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":2,""DisplayText"":""What is attachment""}, {""DisplayOrder"":1,""QnaId"":215,""DisplayText"":""getting your feedback""}]",407,FALSE,FALSE
چگونه می‌توانم با کودک ارتباط برقرار کنم؟,ایجاد ارتباط با دخترک (کودک داخلی) مرحله سوم از دوره SAT است. این شامل انجام تمریناتی است که شامل آواز خواندن، رقصیدن و نیت برای مراقبت از دخترک می‌شود. به درس 2 مراجعه کنید تا با تمرینات ایجاد ارتباط با دخترک آشنا شوید!,,,"[{""DisplayOrder"":1,""QnaId"":312,""DisplayText"":""Lesson 2""},{""DisplayOrder"":2,""QnaId"":313,""DisplayText"":""Stage 3""}]",408,FALSE,FALSE
چگونه می‌توانم سبک دلبستگی خود را کشف کنم؟,برای کشف سبک دلبستگی خود، می‌توانید سعی کنید به خاطر کودکی‌تان فکر کنید. به عنوان مثال، می‌توانید از افراد اطرافیان خود بپرسید که مراقب کارهای روزمره‌تان چقدر پایدار بودند و به نیازهای شما واکنش نشان دادند. همچنین می‌توانید به رفتارها و روش‌هایی که پدر و مادرتان با شما داشتند فکر کنید. آیا همیشه در کنار شما بودند و از شما مراقبت می‌کردند یا بی‌توجه یا نامطمئن بودند؟ سپس این را با سبک‌های دلبستگی در کودکان و سبک دلبستگی متناظر در بزرگسالان مقایسه کنید.,,,"[{""DisplayOrder"":1,""QnaId"":400,""DisplayText"":""What are the attachment styles""}, {""DisplayOrder"":1,""QnaId"":5,""DisplayText"":""Attachment Style in Adults""},{""DisplayOrder"":14,""QnaId"":401,""DisplayText"":""Attachment Styles in Infants""}]",409,FALSE,FALSE
یک مثال واقعی از دلبستگی به خود را بیان کن,این یک مثال واقعی از چگونگی استفاده از روش دلبستگی به خود است. نیک یاریس در سن ۷ سالگی در ایالت پنسیلوانیا، ایالات متحده، آزار جنسی و آسیب مغزی دید. پس از پایان ۸ سال تحصیل، به مواد مخدر، الکل و دزدی از خودروها روی آورد. در سن ۲۰ سالگی به جرم قتلی که انجام نداده بود، حکم اعدام دریافت کرد. در زندان هانتینگدون، شکنجه و ضرب و شتم شدیدی را تجربه کرد. او در زندان از روشی از دلبستگی به خود استفاده کرد و از عکسی از دوران نوجوانی‌اش استفاده کرد و به خود قول داد که این کودک را در موفقیت در زندگی حمایت کند. او خودش را روان‌شناسی و فلسفه را با خواندن هزاران کتاب ادبی، روان‌شناسی و فلسفی آموخت. او تا سال ۲۰۰۵ در زندان بسر می‌برد، تا اینکه آزمایش DNA ثابت کرد که او جرمی را که به خاطر آن زندانی شده بود ارتکاب نکرده است. داستان او یکی از برجسته‌ترین داستان‌هایی است که می‌توان از آن یاد گرفت.,,,"[{""DisplayOrder"":1,""QnaId"":8,""DisplayText"":""attachment theory and crime""},{""DisplayOrder"":2,""QnaId"":23,""DisplayText"":""importance of attachment patterns""}]",410,FALSE,FALSE
چگونه با کودک هم‌سو شوم؟,اتصال به کودک، مرحله دوم دلبستگی به خود است. این شامل نگاه کردن به عکس‌های خوشحال و ناراحت از دوران کودکی‌مان و یادآوری خاطرات آن زمان است. با بررسی احساسات و مسائلی که در دوران اوایلی با والدین و شخصیت‌های مهم داشته‌ایم، ما بین خود بالغ و کودکمان تفاوت می‌یابیم.,,,"[{""DisplayOrder"":1,""QnaId"":306,""DisplayText"":""Stage 2""},{""DisplayOrder"":2,""QnaId"":308,""DisplayText"":""Exercise 1""}]",411,FALSE,FALSE
چگونه کودک را پرورش دهم؟,پرورش کودک مرحله‌ی آخر دلبستگی به خود است. در این چهارمین مرحله، ما کودک خود را پرورش می‌دهیم از طریق تمریناتی که شامل پردازش خاطرات دردناک دوران کودکی، کاهش احساسات منفی کنونی و ایجاد شور و هیجان برای زندگی می‌شوند. در این تمرینات، از تکنیک‌هایی مانند خنده آگاهانه، ماساژ خود، آواز خواندن و گشودن عضلات صورت استفاده می‌شود.,,,"[{""DisplayOrder"":1,""QnaId"":330,""DisplayText"":""Lesson 4""}]",412,FALSE,FALSE
تو کی هستی؟,من یک معلم مجازی بر اساس صدا هستم که برای آموزش تکنیک پیوستن به خود (SAT) طراحی شده‌ام. شما می‌توانید سوالاتی را از طریق SAT از من بپرسید یا دوره آموزشی SAT را شروع کنید.,,,"[{""DisplayOrder"":1,""QnaId"":180,""DisplayText"":""What is SAT""},{""DisplayOrder"":2,""QnaId"":300,""DisplayText"":""Lesson 1""},{""DisplayOrder"":3,""QnaId"":376,""DisplayText"":""Instructions""}]",413,FALSE,FALSE
